Hint String,,,,Hint String,提示字符串,提示字串,ヒント文字列,힌트 문자열,Cadena de sugerencia,String de dica,Chaîne d'aide,Hinweiszeichenkette,Строка подсказки,Stringa di suggerimento,Łańcuch wskazówek,İpucu dizesi
Is Primary Key,,,,Is Primary Key,是否为主鍵,是否為主鍵,主キーか否か,기본 키 여부,¿Es clave primaria?,É chave primária?,Clé primaire ?,Primärschlüssel?,Первичный ключ?,È chiave primaria?,Czy klucz główny?,Birincil anahtar mı?
Is Not Null,,,,Is Not Null,是否非空,是否非空,非NULLか,NULL 아님 여부,No es nulo,Não nulo,Non nul,Nicht null,Не равно нулю,Non nullo,Czy niepuste,Boş değil mi
Is Unique,,,,Is Unique,是否唯一,是否唯一,一意制約か,고유 여부,Es único,É único,Unique,Nicht eindeutig,Уникальный,È unico,Czy unikalne,Benzersiz mi
Is Auto Increment,,,,Is Auto Increment,是否自增,是否自動遞增,自動インクリメントか,자동 증가 여부,Es autoincremental,É autoincremental,Auto-incrémenté,Autoinkrement,Автоинкремент,È autoincrementale,Czy automatyczne zwiększanie,Otomatik artırma mı
Is Indexed,,,,Is Indexed,是否索引,是否索引,インデックス有無,인덱스 여부,Es indexado,É indexado,Indexé,Indiziert,Имеет индекс,È indicizzato,Czy indeksowane,İndeksli mi
Default Value (Expression Supported),,,,Default Value (Expression Supported),默认值（支持表达式）,預設值（支援運算式）,既定値（式対応）,기본값(식 지원),Valor predeterminado (compatible con expresiones),Valor padrão (suporta expressões),Valeur par défaut (prise en charge des expressions),Standardwert (Ausdrücke unterstützt),Значение по умолчанию (поддержка выражений),Valore predefinito (supporto espressioni),Wartość domyślna (obsługa wyrażeń),Varsayılan Değer (İfade desteği)
Comment,,,,Comment,备注,備註,コメント,주석,Comentario,Comentário,Commentaire,Kommentar,Комментарий,Commento,Komentarz,Yorum
[Tip]This button is disabled because this Result-node is not connected to a Select-node or the Select-node is not enabled.,,,,[Tip]This button is disabled because this Result-node is not connected to a Select-node or the Select-node is not enabled.,[提示]该按钮已禁用，原因是结果节点未连接至选择节点，或选择节点未启用。,[提示]此按鈕已停用，原因是結果節點未連線至選取節點，或選取節點未啟用。,[ヒント]このボタンは無効です。結果ノードが選択ノードに接続されていない、または選択ノードが無効なためです。,[팁]이 버튼은 비활성화되었습니다. 결과 노드가 선택 노드에 연결되지 않았거나 선택 노드가 비활성화되었기 때문입니다.,[Consejo]Este botón está deshabilitado porque el nodo Resultado no está conectado a un nodo Seleccionar o el nodo Seleccionar no está habilitado.,[Dica]Este botão está desativado porque o nó Resultado não está conectado a um nó Selecionar ou o nó Selecionar não está ativado.,[Astuce]Ce bouton est désactivé car le nœud Résultat n'est pas connecté à un nœud Sélectionner ou le nœud Sélectionner n'est pas activé.,"[Tipp]Diese Schaltfläche ist deaktiviert, da der Ergebnis-Knoten nicht mit einem Auswahl-Knoten verbunden ist oder der Auswahl-Knoten deaktiviert ist.","[Подсказка]Кнопка отключена, так как узел Результат не подключен к узлу Выбор или узел Выбор отключен.",[Suggerimento]Questo pulsante è disabilitato perché il nodo Risultato non è connesso a un nodo Seleziona oppure il nodo Seleziona è disabilitato.,"[Wskazówka]Ten przycisk jest wyłączony, ponieważ węzeł Wynik nie jest połączony z węzłem Wybierz lub węzeł Wybierz jest wyłączony.","[İpucu]Bu düğme, Sonuç düğümü bir Seç düğümüne bağlı olmadığı veya Seç düğümü etkin olmadığı için devre dışı bırakılmıştır."
You have unsaved changes. Refreshing will discard all current edits. Are you sure you want to refresh the table?,,,,You have unsaved changes. Refreshing will discard all current edits. Are you sure you want to refresh the table?,你有未保存的更改，刷新将丢弃当前所有编辑内容，确定要刷新表格吗？,你有未儲存的變更，重新整理將捨棄目前所有編輯內容，確定要重新整理表格嗎？,保存されていない変更があります。更新すると現在の編集内容がすべて破棄されます。テーブルを更新してもよろしいですか？,저장되지 않은 변경 사항이 있습니다. 새로 고치면 현재 모든 편집 내용이 삭제됩니다. 테이블을 새로 고치시겠습니까?,Tiene cambios no guardados. Al actualizar se descartarán todas las ediciones actuales. ¿Seguro que quiere actualizar la tabla?,Existem alterações não salvas. Atualizar descartará todas as edições atuais. Tem certeza de que deseja atualizar a tabela?,Vous avez des modifications non enregistrées. L'actualisation supprimera toutes les modifications en cours. Êtes-vous sûr de vouloir actualiser le tableau ?,Es gibt nicht gespeicherte Änderungen. Durch Aktualisierung werden alle aktuellen Bearbeitungen verworfen. Möchten Sie die Tabelle wirklich aktualisieren?,"У вас есть несохраненные изменения. Обновление отменит все текущие правки. Вы уверены, что хотите обновить таблицу?",Sono presenti modifiche non salvate. L'aggiornamento annullerà tutte le modifiche correnti. Vuoi davvero aggiornare la tabella?,Masz niezapisane zmiany. Odświeżenie usunie wszystkie bieżące edycje. Czy na pewno chcesz odświeżyć tabelę?,Kaydedilmemiş değişiklikleriniz var. Yenileme mevcut tüm düzenlemeleri siler. Tabloyu yenilemek istediğinize emin misiniz?
Are you sure to delete selected nodes `%s`?,,,,Are you sure to delete selected nodes `%s`?,确定要删除选中的节点 `%s` 吗？,確定要刪除選取的節點 `%s` 嗎？,選択されたノード `%s` を削除してもよろしいですか？,선택한 노드 `%s`를 삭제하시겠습니까?,¿Está seguro de eliminar los nodos seleccionados `%s`?,Tem certeza de excluir os nós selecionados `%s`?,Êtes-vous sûr de supprimer les nœuds sélectionnés `%s`?,"Sind Sie sicher, die ausgewählten Knoten `%s` zu löschen?","Вы уверены, что хотите удалить выбранные узлы `%s`?",Sei sicuro di eliminare i nodi selezionati `%s`?,Czy na pewno usunąć wybrane węzły `%s`?,Seçili düğümleri `%s` silmek istediğinizden emin misiniz?
Are you sure to Drop table `%s`.`%s`? Config file and data file of this table will be moved to trash.,,,,Are you sure to Drop table `%s`.`%s`? Config file and data file of this table will be moved to trash.,确定要删除数据表 `%s`.`%s` 吗？该表的配置文件与数据文件将移至回收站。,確定要刪除資料表 `%s`.`%s` 嗎？此資料表的設定檔與資料檔將移至資源回收筒。,テーブル `%s`.`%s` を削除してもよろしいですか？このテーブルの設定ファイルとデータファイルはゴミ箱へ移動されます。,테이블 `%s`.`%s`를 삭제하시겠습니까? 해당 테이블의 설정 파일 및 데이터 파일이 휴지통으로 이동됩니다.,¿Está seguro de eliminar la tabla `%s`.`%s`? El archivo de configuración y el archivo de datos de esta tabla se moverán a la papelera.,Tem certeza de excluir a tabela `%s`.`%s`? O arquivo de configuração e o arquivo de dados desta tabela serão movidos para a lixeira.,Êtes-vous sûr de supprimer la table `%s`.`%s`? Le fichier de configuration et le fichier de données de cette table seront déplacés vers la corbeille.,"Sind Sie sicher, die Tabelle `%s`.`%s` zu löschen? Die Konfigurations- und Datendateien dieser Tabelle werden in den Papierkorb verschoben.","Вы уверены, что хотите удалить таблицу `%s`.`%s`? Конфигурационный и файл данных этой таблицы будут перемещены в корзину.",Sei sicuro di eliminare la tabella `%s`.`%s`? Il file di configurazione e il file dati di questa tabella verranno spostati nel cestino.,Czy na pewno usunąć tabelę `%s`.`%s`? Plik konfiguracyjny i plik danych tej tabeli zostaną przeniesione do kosza.,`%s`.`%s` tablosunu silmek istediğinizden emin misiniz? Bu tablonun yapılandırma dosyası ve veri dosyası çöp kutusuna taşınacaktır.
Are you sure to Truncate table `%s`.`%s`?,,,,Are you sure to Truncate table `%s`.`%s`?,确定要清空数据表 `%s`.`%s` 吗？,確定要截斷資料表 `%s`.`%s` 嗎？,テーブル `%s`.`%s` を切り詰めてもよろしいですか？,테이블 `%s`.`%s`를 잘라내시겠습니까?,¿Está seguro de truncar la tabla `%s`.`%s`?,Tem certeza de truncar a tabela `%s`.`%s`?,Êtes-vous sûr de tronquer la table `%s`.`%s`?,"Sind Sie sicher, die Tabelle `%s`.`%s` zu leeren?","Вы уверены, что хотите усечь таблицу `%s`.`%s`?",Sei sicuro di troncare la tabella `%s`.`%s`?,Czy na pewno wyczyścić tabelę `%s`.`%s`?,`%s`.`%s` tablosunu kısaltmak istediğinizden emin misiniz?
Are you sure to clear password for this table?,,,,Are you sure to clear password for this table?,确定要清空该数据表的密码吗？,確定要清除此資料表的密碼嗎？,このテーブルのパスワードを消去してもよろしいですか？,이 테이블의 비밀번호를 지우시겠습니까?,¿Está seguro de borrar la contraseña de esta tabla?,Tem certeza de limpar a senha desta tabela?,Êtes-vous sûr d'effacer le mot de passe de cette table ?,"Sind Sie sicher, das Passwort dieser Tabelle zu löschen?","Вы уверены, что хотите очистить пароль этой таблицы?",Sei sicuro di cancellare la password di questa tabella?,Czy na pewno wyczyścić hasło tej tabeli?,Bu tablonun şifresini temizlemek istediğinizden emin misiniz?
Please enter password to apply.,,,,Please enter password to apply.,请输入密码以应用设置。,請輸入密碼以套用變更。,適用するにはパスワードを入力してください。,적용하려면 비밀번호를 입력하세요.,Ingrese la contraseña para aplicar.,Insira a senha para aplicar.,Veuillez saisir le mot de passe pour appliquer.,Bitte Passwort eingeben zum Übernehmen.,Введите пароль для применения.,Inserire la password per applicare.,"Wprowadź hasło, aby zastosować.",Uygulamak için şifre girin.
Are you sure to change password for this table?,,,,Are you sure to change password for this table?,确定要修改该数据表的密码吗？,確定要變更此資料表的密碼嗎？,このテーブルのパスワードを変更してもよろしいですか？,이 테이블의 비밀번호를 변경하시겠습니까?,¿Está seguro de cambiar la contraseña de esta tabla?,Tem certeza de alterar a senha desta tabela?,Êtes-vous sûr de modifier le mot de passe de cette table ?,"Sind Sie sicher, das Passwort dieser Tabelle zu ändern?","Вы уверены, что хотите изменить пароль этой таблицы?",Sei sicuro di modificare la password di questa tabella?,Czy na pewno zmienić hasło tej tabeli?,Bu tablonun şifresini değiştirmek istediğinizden emin misiniz?
"Do not support this file! Valid file extension: .cfg, .csv, .json",,,,"Do not support this file! Valid file extension: .cfg, .csv, .json",不支持该文件！有效文件格式：.cfg、.csv、.json,不支援此檔案！有效副檔名：.cfg、.csv、.json,このファイルには対応していません！有効な拡張子：.cfg、.csv、.json,"이 파일은 지원되지 않습니다! 유효한 파일 확장자: .cfg, .csv, .json","¡No se admite este archivo! Extensión válida: .cfg, .csv, .json","Não suporta este arquivo! Extensões válidas: .cfg, .csv, .json","Ce fichier n'est pas pris en charge ! Extensions valides : .cfg, .csv, .json","Diese Datei wird nicht unterstützt! Gültige Dateierweiterungen: .cfg, .csv, .json","Файл не поддерживается! Допустимые расширения: .cfg, .csv, .json","File non supportato! Estensioni valide: .cfg, .csv, .json","Ten plik nie jest obsługiwany! Prawidłowe rozszerzenia: .cfg, .csv, .json","Bu dosya desteklenmiyor! Geçerli dosya uzantıları: .cfg, .csv, .json"
File is empty or not a valid .cfg file!,,,,File is empty or not a valid .cfg file!,文件为空或不是有效的.cfg文件！,檔案為空白或非有效的.cfg檔案！,ファイルが空、または有効な.cfgファイルではありません！,파일이 비어 있거나 유효한 .cfg 파일이 아닙니다!,¡El archivo está vacío o no es un archivo .cfg válido!,O arquivo está vazio ou não é um arquivo .cfg válido!,Le fichier est vide ou n'est pas un fichier .cfg valide !,Die Datei ist leer oder keine gültige .cfg-Datei!,Файл пуст или не является корректным .cfg-файлом!,Il file è vuoto o non è un file .cfg valido!,Plik jest pusty lub nie jest prawidłowym plikiem .cfg!,Dosya boş veya geçerli bir .cfg dosyası değil!
Cannot open this file! Err code:%s,,,,Cannot open this file! Err code:%s,无法打开此文件！错误代码：%s,無法開啟此檔案！錯誤代碼：%s,ファイルを開けません！エラーコード：%s,파일을 열 수 없습니다! 오류 코드:%s,¡No se puede abrir este archivo! Código de error:%s,Não é possível abrir este arquivo! Código de erro:%s,Impossible d'ouvrir ce fichier ! Code d'erreur : %s,Datei kann nicht geöffnet werden! Fehlercode:%s,Не удалось открыть файл! Код ошибки: %s,Impossibile aprire questo file! Codice errore: %s,Nie można otworzyć tego pliku! Kod błędu:%s,Dosya açılamıyor! Hata kodu:%s
File is empty or not a valid .csv file!,,,,File is empty or not a valid .csv file!,文件为空或不是有效的.csv文件！,檔案為空白或非有效的.csv檔案！,ファイルが空、または有効な.csvファイルではありません！,파일이 비어 있거나 유효한 .csv 파일이 아닙니다!,¡El archivo está vacío o no es un archivo .csv válido!,O arquivo está vazio ou não é um arquivo .csv válido!,Le fichier est vide ou n'est pas un fichier .csv valide !,Die Datei ist leer oder keine gültige .csv-Datei!,Файл пуст или не является корректным .csv-файлом!,Il file è vuoto o non è un file .csv valido!,Plik jest pusty lub nie jest prawidłowym plikiem .csv!,Dosya boş veya geçerli bir .csv dosyası değil!
